Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,Gender,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,TotalWorkingYears
27,No,Travel_Frequently,793,Sales,Life Sciences,Male,43,Sales Executive,4,Single,5071,20392,3,No,8
55,Yes,Travel_Rarely,267,Sales,Marketing,Male,85,Sales Executive,3,Single,13695,9277,6,Yes,24
56,No,Travel_Rarely,1369,Research & Development,Life Sciences,Male,68,Manufacturing Director,2,Married,13402,18235,4,Yes,33
34,No,Non-Travel,999,Research & Development,Technical Degree,Female,92,Research Scientist,3,Divorced,2029,15891,1,No,5
40,No,Travel_Rarely,1202,Research & Development,Medical,Female,89,Healthcare Representative,3,Divorced,6377,13888,5,No,15
34,No,Travel_Rarely,285,Research & Development,Medical,Male,86,Laboratory Technician,3,Married,5429,17491,4,No,10
31,Yes,Travel_Frequently,703,Sales,Life Sciences,Female,90,Sales Representative,4,Single,2785,11882,7,No,3
35,Yes,Travel_Frequently,662,Sales,Marketing,Female,67,Sales Executive,3,Married,4614,23288,0,Yes,5
38,No,Travel_Frequently,693,Research & Development,Life Sciences,Male,57,Research Scientist,3,Divorced,2610,15748,1,No,4
34,No,Travel_Rarely,404,Research & Development,Technical Degree,Female,98,Healthcare Representative,4,Single,6687,6163,1,No,14
28,No,Travel_Rarely,736,Sales,Life Sciences,Male,48,Sales Executive,1,Married,4724,24232,1,No,5
31,Yes,Travel_Rarely,330,Research & Development,Medical,Male,98,Manufacturing Director,3,Married,6179,21057,1,Yes,10
39,No,Travel_Rarely,1498,Sales,Life Sciences,Male,44,Sales Executive,4,Married,6120,3567,3,Yes,8
51,No,Travel_Frequently,541,Sales,Marketing,Male,52,Sales Executive,2,Married,10596,15395,2,No,14
41,No,Travel_Frequently,1200,Research & Development,Life Sciences,Female,75,Research Scientist,4,Divorced,5467,13953,3,Yes,12
37,No,Travel_Rarely,1439,Research & Development,Life Sciences,Male,54,Research Scientist,3,Married,2996,5182,7,Yes,8
33,No,Travel_Frequently,1111,Sales,Life Sciences,Male,61,Sales Executive,4,Married,9998,19293,6,No,8
32,No,Travel_Rarely,499,Sales,Marketing,Male,36,Sales Executive,2,Married,4078,20497,0,Yes,4
39,No,Non-Travel,1485,Research & Development,Life Sciences,Male,71,Healthcare Representative,3,Married,10920,3449,3,No,13
25,No,Travel_Rarely,1372,Sales,Life Sciences,Male,93,Sales Executive,3,Married,6232,12477,2,No,6
52,No,Travel_Frequently,322,Research & Development,Medical,Female,59,Manufacturing Director,3,Married,13247,9731,2,Yes,24
43,No,Travel_Rarely,930,Research & Development,Medical,Female,73,Research Scientist,3,Single,4081,20003,1,Yes,20
27,No,Travel_Rarely,205,Sales,Marketing,Female,98,Sales Executive,4,Married,5769,7100,1,Yes,6
27,Yes,Travel_Rarely,135,Research & Development,Life Sciences,Female,51,Research Scientist,3,Single,2394,25681,1,Yes,8
26,No,Travel_Rarely,683,Research & Development,Medical,Male,36,Research Scientist,4,Single,3904,4050,0,No,5
42,No,Travel_Rarely,1147,Human Resources,Human Resources,Female,31,Manager,1,Married,16799,16616,0,No,21
52,No,Travel_Rarely,258,Research & Development,Other,Female,54,Laboratory Technician,1,Married,2950,17363,9,No,12
37,No,Travel_Rarely,1462,Research & Development,Medical,Female,94,Laboratory Technician,3,Single,3629,19106,4,No,8
35,No,Travel_Frequently,200,Research & Development,Life Sciences,Male,60,Manufacturing Director,4,Single,9362,19944,2,No,10
25,No,Travel_Rarely,949,Research & Development,Technical Degree,Male,81,Laboratory Technician,4,Married,3229,4910,4,No,7
26,No,Travel_Rarely,652,Research & Development,Other,Male,100,Laboratory Technician,1,Single,3578,23577,0,No,8
29,No,Travel_Rarely,332,Human Resources,Other,Male,51,Human Resources,1,Single,7988,9769,1,No,10
49,Yes,Travel_Frequently,1475,Research & Development,Life Sciences,Male,97,Laboratory Technician,1,Single,4284,22710,3,No,20
29,Yes,Travel_Frequently,337,Research & Development,Other,Female,84,Healthcare Representative,4,Single,7553,22930,0,Yes,9
54,No,Travel_Rarely,971,Research & Development,Medical,Female,54,Research Director,4,Single,17328,5652,6,No,29
58,No,Travel_Rarely,1055,Research & Development,Medical,Female,76,Research Director,1,Married,19701,22456,3,Yes,32
55,No,Travel_Rarely,1136,Research & Development,Medical,Male,81,Research Director,4,Divorced,14732,12414,2,No,31
36,No,Travel_Rarely,1174,Sales,Marketing,Female,99,Sales Executive,2,Single,9278,20763,3,Yes,15
31,Yes,Travel_Frequently,667,Sales,Life Sciences,Female,50,Sales Representative,3,Single,1359,16154,1,No,1
30,No,Travel_Rarely,855,Sales,Marketing,Female,73,Sales Executive,1,Divorced,4779,12761,7,No,8
31,No,Travel_Rarely,182,Research & Development,Life Sciences,Female,93,Research Director,2,Single,16422,8847,3,No,9
34,No,Travel_Frequently,560,Research & Development,Other,Male,91,Research Scientist,1,Divorced,2996,20284,5,No,10
31,Yes,Travel_Rarely,202,Research & Development,Life Sciences,Female,34,Research Scientist,2,Single,1261,22262,1,No,1
27,No,Travel_Rarely,1377,Research & Development,Life Sciences,Male,91,Laboratory Technician,1,Married,2099,7679,0,No,6
36,No,Travel_Rarely,172,Research & Development,Life Sciences,Male,37,Laboratory Technician,4,Single,5810,22604,1,No,10
36,No,Travel_Rarely,329,Sales,Marketing,Female,98,Sales Executive,1,Married,5647,13494,4,No,11
47,No,Travel_Rarely,465,Research & Development,Technical Degree,Male,74,Research Scientist,4,Married,3420,10205,7,No,17
25,Yes,Travel_Rarely,383,Sales,Life Sciences,Male,68,Sales Representative,1,Married,4400,15182,3,No,6
37,No,Non-Travel,1413,Research & Development,Technical Degree,Male,84,Laboratory Technician,3,Single,3500,25470,0,No,7
56,No,Travel_Rarely,1255,Research & Development,Life Sciences,Female,90,Research Scientist,1,Married,2066,10494,2,No,5
47,No,Travel_Rarely,359,Research & Development,Medical,Female,82,Research Director,3,Married,17169,26703,3,No,26
24,No,Travel_Rarely,1476,Sales,Medical,Female,42,Sales Executive,3,Married,4162,15211,1,Yes,5
32,No,Travel_Rarely,601,Sales,Marketing,Male,97,Sales Executive,4,Married,9204,23343,4,No,7
34,No,Travel_Rarely,401,Research & Development,Life Sciences,Female,86,Laboratory Technician,2,Married,3294,3708,5,No,7
41,No,Travel_Rarely,1283,Research & Development,Medical,Male,90,Research Scientist,3,Married,2127,5561,2,Yes,7
40,No,Non-Travel,663,Research & Development,Other,Male,81,Laboratory Technician,3,Divorced,3975,23099,3,No,11
31,No,Travel_Rarely,326,Sales,Life Sciences,Male,31,Sales Executive,4,Divorced,10793,8386,1,No,13
46,Yes,Travel_Rarely,377,Sales,Marketing,Male,52,Sales Executive,4,Divorced,10096,15986,4,No,28
39,Yes,Non-Travel,592,Research & Development,Life Sciences,Female,54,Laboratory Technician,1,Single,3646,17181,2,Yes,11
31,Yes,Travel_Frequently,1445,Research & Development,Life Sciences,Female,100,Manufacturing Director,2,Single,7446,8931,1,No,10
45,No,Travel_Rarely,1038,Research & Development,Medical,Male,95,Healthcare Representative,1,Divorced,10851,19863,2,Yes,24
31,No,Travel_Rarely,1398,Human Resources,Medical,Female,96,Human Resources,2,Single,2109,24609,9,No,8
31,Yes,Travel_Frequently,523,Research & Development,Life Sciences,Male,94,Laboratory Technician,4,Married,3722,21081,6,Yes,7
45,No,Travel_Rarely,1448,Research & Development,Technical Degree,Male,55,Manufacturing Director,4,Married,9380,14720,4,Yes,10
48,No,Travel_Rarely,1221,Sales,Marketing,Male,96,Sales Executive,1,Divorced,5486,24795,4,No,15
34,Yes,Travel_Rarely,1107,Human Resources,Technical Degree,Female,52,Human Resources,3,Married,2742,3072,1,No,2
40,No,Non-Travel,218,Research & Development,Medical,Male,55,Research Director,2,Divorced,13757,25178,2,No,16
28,No,Travel_Rarely,866,Sales,Medical,Male,84,Sales Executive,1,Single,8463,23490,0,No,6
44,No,Non-Travel,981,Research & Development,Life Sciences,Male,90,Laboratory Technician,3,Single,3162,7973,3,No,7
53,No,Travel_Rarely,447,Research & Development,Medical,Male,39,Research Director,2,Single,16598,19764,4,No,35
49,No,Travel_Rarely,1495,Research & Development,Technical Degree,Male,96,Healthcare Representative,3,Married,6651,21534,2,No,20
40,No,Travel_Rarely,896,Research & Development,Medical,Male,68,Research Scientist,3,Divorced,2345,8045,2,No,8
44,No,Travel_Rarely,1467,Research & Development,Life Sciences,Male,49,Research Scientist,2,Single,3420,21158,1,No,6
33,No,Travel_Frequently,430,Sales,Medical,Male,54,Sales Executive,1,Married,4373,17456,0,No,5
34,No,Travel_Rarely,1326,Sales,Other,Male,81,Sales Executive,1,Single,4759,15891,3,No,15
30,No,Travel_Rarely,1358,Sales,Life Sciences,Male,96,Sales Executive,3,Married,5301,2939,8,No,4
42,No,Travel_Frequently,748,Research & Development,Medical,Female,74,Laboratory Technician,4,Single,3673,16458,1,No,12
44,No,Travel_Frequently,383,Sales,Marketing,Female,79,Sales Executive,3,Married,4768,9282,7,No,11
30,No,Non-Travel,990,Research & Development,Technical Degree,Male,64,Research Scientist,3,Divorced,1274,7152,1,No,1
57,No,Travel_Rarely,405,Research & Development,Life Sciences,Male,93,Research Scientist,3,Married,4900,2721,0,No,13
49,No,Travel_Rarely,1490,Research & Development,Life Sciences,Male,35,Healthcare Representative,2,Divorced,10466,20948,3,No,29
34,No,Travel_Frequently,829,Research & Development,Medical,Male,71,Research Director,1,Divorced,17007,11929,7,No,16
28,Yes,Travel_Frequently,1496,Sales,Technical Degree,Male,92,Sales Representative,3,Married,2909,15747,3,No,5
29,Yes,Travel_Frequently,115,Sales,Technical Degree,Female,51,Sales Executive,2,Single,5765,17485,5,No,7
34,Yes,Travel_Rarely,790,Sales,Medical,Female,40,Sales Executive,2,Single,4599,7815,0,Yes,16
35,No,Travel_Rarely,660,Sales,Life Sciences,Male,76,Sales Representative,3,Married,2404,16192,1,No,1
24,Yes,Travel_Frequently,381,Research & Development,Medical,Male,89,Laboratory Technician,1,Single,3172,16998,2,Yes,4
24,No,Non-Travel,830,Sales,Life Sciences,Female,78,Sales Representative,2,Married,2033,7103,1,No,1
44,No,Travel_Frequently,1193,Research & Development,Medical,Male,86,Manufacturing Director,3,Single,10209,19719,5,Yes,16
29,No,Travel_Rarely,1246,Sales,Life Sciences,Male,77,Sales Executive,3,Divorced,8620,23757,1,No,10
30,No,Travel_Rarely,330,Human Resources,Life Sciences,Male,46,Human Resources,3,Divorced,2064,15428,0,No,6
55,No,Travel_Rarely,1229,Research & Development,Life Sciences,Male,30,Healthcare Representative,3,Married,4035,16143,0,Yes,4
33,No,Travel_Rarely,1099,Research & Development,Medical,Female,82,Laboratory Technician,2,Married,3838,8192,8,No,8
47,No,Travel_Rarely,571,Sales,Medical,Female,78,Sales Executive,3,Married,4591,24200,3,Yes,11
28,Yes,Travel_Frequently,289,Research & Development,Medical,Male,38,Laboratory Technician,1,Single,2561,5355,7,No,8
28,No,Travel_Rarely,1423,Research & Development,Life Sciences,Male,72,Research Scientist,3,Divorced,1563,12530,1,No,1
28,No,Travel_Frequently,467,Sales,Life Sciences,Male,55,Sales Executive,1,Single,4898,11827,0,No,5
49,No,Travel_Rarely,271,Research & Development,Medical,Female,43,Laboratory Technician,1,Married,4789,23070,4,No,10
29,No,Travel_Frequently,410,Research & Development,Life Sciences,Female,97,Laboratory Technician,2,Married,3180,4668,0,No,4
28,No,Travel_Rarely,1083,Research & Development,Life Sciences,Male,96,Manufacturing Director,2,Married,6549,3173,1,No,8
33,No,Travel_Rarely,516,Research & Development,Life Sciences,Male,69,Healthcare Representative,3,Single,6388,22049,2,Yes,14
32,No,Travel_Rarely,495,Research & Development,Medical,Male,64,Manager,4,Single,11244,21072,2,No,10
54,No,Travel_Frequently,1050,Research & Development,Medical,Female,87,Manager,4,Divorced,16032,24456,3,No,26
29,Yes,Travel_Rarely,224,Research & Development,Technical Degree,Male,100,Research Scientist,1,Single,2362,7568,6,No,11
44,No,Travel_Rarely,136,Research & Development,Life Sciences,Male,32,Research Director,1,Married,16328,22074,3,No,24
39,No,Travel_Rarely,1089,Research & Development,Life Sciences,Female,32,Manufacturing Director,2,Single,8376,9150,4,No,9
46,No,Travel_Rarely,228,Sales,Life Sciences,Female,51,Manager,2,Married,16606,11380,8,No,23
35,No,Travel_Rarely,1029,Research & Development,Life Sciences,Female,91,Healthcare Representative,2,Single,8606,21195,1,No,11
23,No,Travel_Rarely,507,Research & Development,Life Sciences,Male,97,Laboratory Technician,3,Single,2272,24812,0,No,5
40,Yes,Travel_Rarely,676,Research & Development,Life Sciences,Male,86,Laboratory Technician,1,Single,2018,21831,3,No,15
34,No,Travel_Rarely,971,Sales,Technical Degree,Male,64,Sales Executive,3,Married,7083,12288,1,Yes,10
31,Yes,Travel_Frequently,561,Research & Development,Life Sciences,Female,33,Research Scientist,3,Single,4084,4156,1,No,7
50,No,Travel_Frequently,333,Research & Development,Medical,Male,88,Research Director,4,Single,14411,24450,1,Yes,32
34,No,Travel_Rarely,1440,Sales,Technical Degree,Male,55,Sales Representative,3,Married,2308,4944,0,Yes,12
42,No,Travel_Rarely,1210,Research & Development,Medical,Male,68,Laboratory Technician,2,Married,4841,24052,4,No,4
37,No,Travel_Rarely,674,Research & Development,Medical,Male,47,Research Scientist,4,Married,4285,3031,1,No,10
29,No,Travel_Rarely,441,Research & Development,Other,Female,39,Healthcare Representative,1,Married,9715,7288,3,No,9
33,No,Travel_Rarely,575,Research & Development,Life Sciences,Male,44,Manufacturing Director,2,Single,4320,24152,1,No,5
45,No,Travel_Rarely,950,Research & Development,Technical Degree,Male,97,Research Scientist,4,Married,2132,4585,4,No,8
42,No,Travel_Frequently,288,Research & Development,Life Sciences,Male,40,Healthcare Representative,4,Married,10124,18611,2,Yes,24
40,No,Travel_Rarely,1342,Sales,Medical,Male,47,Sales Executive,1,Married,5473,19345,0,No,9
33,No,Travel_Rarely,589,Research & Development,Life Sciences,Male,79,Laboratory Technician,3,Married,5207,22949,1,Yes,15
40,No,Travel_Rarely,898,Human Resources,Medical,Male,38,Manager,4,Single,16437,17381,1,Yes,21
24,No,Travel_Rarely,350,Research & Development,Technical Degree,Male,57,Laboratory Technician,1,Divorced,2296,10036,0,No,2
40,No,Non-Travel,1142,Research & Development,Life Sciences,Male,72,Healthcare Representative,4,Divorced,4069,8841,3,Yes,8
45,No,Travel_Rarely,538,Research & Development,Technical Degree,Male,66,Healthcare Representative,2,Divorced,7441,20933,1,No,10
35,No,Travel_Rarely,1402,Sales,Life Sciences,Female,98,Sales Representative,3,Married,2430,26204,0,No,6
32,No,Travel_Rarely,824,Research & Development,Life Sciences,Female,67,Research Scientist,2,Married,5878,15624,3,No,12
36,No,Travel_Rarely,1157,Sales,Life Sciences,Male,70,Sales Representative,4,Single,2644,17001,3,Yes,7
48,No,Travel_Rarely,492,Sales,Life Sciences,Female,96,Sales Executive,3,Divorced,6439,13693,8,No,18
29,No,Travel_Rarely,598,Research & Development,Life Sciences,Male,91,Research Scientist,3,Married,2451,22376,6,No,5
33,No,Travel_Rarely,1242,Sales,Life Sciences,Male,46,Sales Executive,1,Married,6392,10589,2,No,8
30,Yes,Travel_Rarely,740,Sales,Life Sciences,Male,64,Sales Executive,1,Married,9714,5323,1,No,10
38,No,Travel_Frequently,888,Human Resources,Human Resources,Male,71,Human Resources,3,Married,6077,14814,3,No,10
35,No,Travel_Rarely,992,Research & Development,Medical,Male,68,Laboratory Technician,1,Single,2450,21731,1,No,3
30,No,Travel_Rarely,1288,Sales,Technical Degree,Male,33,Sales Executive,2,Married,9250,17799,3,No,9
35,Yes,Travel_Rarely,104,Research & Development,Life Sciences,Female,69,Laboratory Technician,1,Divorced,2074,26619,1,Yes,1
53,Yes,Travel_Rarely,607,Research & Development,Technical Degree,Female,78,Manufacturing Director,4,Married,10169,14618,0,No,34
38,Yes,Travel_Rarely,903,Research & Development,Medical,Male,81,Manufacturing Director,2,Married,4855,7653,4,No,7
32,No,Non-Travel,1200,Research & Development,Technical Degree,Male,62,Research Scientist,1,Married,4087,25174,4,No,9
48,No,Travel_Rarely,1108,Research & Development,Other,Female,65,Research Scientist,1,Married,2367,16530,8,No,10
34,No,Travel_Rarely,479,Research & Development,Medical,Male,35,Research Scientist,4,Single,2972,22061,1,No,1
55,No,Travel_Rarely,685,Sales,Marketing,Male,60,Manager,4,Married,19586,23037,1,No,36
34,No,Travel_Rarely,1351,Research & Development,Life Sciences,Male,45,Research Scientist,4,Married,5484,13008,9,No,9
26,No,Travel_Rarely,474,Research & Development,Life Sciences,Female,89,Research Scientist,4,Married,2061,11133,1,No,1
38,No,Travel_Rarely,1245,Sales,Life Sciences,Male,80,Sales Executive,2,Married,9924,12355,0,No,10
38,No,Travel_Rarely,437,Sales,Life Sciences,Female,90,Sales Executive,2,Single,4198,16379,2,No,8
36,No,Travel_Rarely,884,Sales,Life Sciences,Female,73,Sales Executive,3,Single,6815,21447,6,No,15
29,No,Travel_Rarely,1370,Research & Development,Medical,Male,87,Laboratory Technician,1,Single,4723,16213,1,Yes,10
35,No,Travel_Rarely,670,Research & Development,Medical,Female,51,Healthcare Representative,3,Single,6142,4223,3,Yes,10
39,No,Travel_Rarely,1462,Sales,Medical,Male,38,Sales Executive,3,Married,8237,4658,2,No,11
29,No,Travel_Frequently,995,Research & Development,Life Sciences,Male,87,Healthcare Representative,4,Divorced,8853,24483,1,No,6
50,No,Travel_Rarely,264,Sales,Marketing,Male,59,Manager,3,Married,19331,19519,4,Yes,27
23,No,Travel_Rarely,977,Research & Development,Technical Degree,Male,45,Research Scientist,3,Married,2073,12826,2,No,4
36,No,Travel_Frequently,1302,Research & Development,Life Sciences,Male,80,Laboratory Technician,1,Married,5562,19711,3,Yes,9
42,No,Travel_Rarely,1059,Research & Development,Other,Male,93,Manager,4,Single,19613,26362,8,No,24
35,No,Travel_Rarely,750,Research & Development,Life Sciences,Male,46,Laboratory Technician,3,Married,3407,25348,1,No,10
34,No,Travel_Frequently,653,Research & Development,Technical Degree,Male,92,Healthcare Representative,3,Married,5063,15332,1,No,8
40,No,Travel_Rarely,118,Sales,Life Sciences,Female,84,Sales Executive,1,Married,4639,11262,1,No,5
43,No,Travel_Rarely,990,Research & Development,Technical Degree,Male,87,Laboratory Technician,2,Divorced,4876,5855,5,No,8
35,No,Travel_Rarely,1349,Research & Development,Life Sciences,Male,63,Laboratory Technician,4,Married,2690,7713,1,No,1
46,No,Travel_Rarely,563,Sales,Life Sciences,Male,56,Manager,1,Single,17567,3156,1,No,27
28,Yes,Travel_Rarely,329,Research & Development,Medical,Male,51,Laboratory Technician,2,Married,2408,7324,1,Yes,1
22,No,Non-Travel,457,Research & Development,Other,Female,85,Research Scientist,3,Married,2814,10293,1,Yes,4
50,No,Travel_Frequently,1234,Research & Development,Medical,Male,41,Healthcare Representative,3,Married,11245,20689,2,Yes,32
32,No,Travel_Rarely,634,Research & Development,Other,Female,35,Research Scientist,4,Married,3312,18783,3,No,6
44,No,Travel_Rarely,1313,Research & Development,Medical,Female,31,Research Director,4,Divorced,19049,3549,0,Yes,23
30,No,Travel_Rarely,241,Research & Development,Medical,Male,48,Research Scientist,2,Married,2141,5348,1,No,6
45,No,Travel_Rarely,1015,Research & Development,Medical,Female,50,Laboratory Technician,1,Single,5769,23447,1,Yes,10
45,No,Non-Travel,336,Sales,Marketing,Male,52,Sales Executive,1,Married,4385,24162,1,No,10
31,No,Travel_Frequently,715,Sales,Other,Male,54,Sales Executive,1,Single,5332,21602,7,No,10
36,No,Travel_Rarely,559,Research & Development,Life Sciences,Female,76,Manufacturing Director,3,Married,4663,12421,9,Yes,7
34,No,Travel_Frequently,426,Research & Development,Life Sciences,Male,42,Manufacturing Director,4,Divorced,4724,17000,1,No,9
49,No,Travel_Rarely,722,Research & Development,Life Sciences,Female,84,Laboratory Technician,1,Married,3211,22102,1,No,10
39,No,Travel_Rarely,1387,Research & Development,Medical,Male,76,Manufacturing Director,1,Married,5377,3835,2,No,10
27,No,Travel_Rarely,1302,Research & Development,Other,Male,67,Laboratory Technician,1,Divorced,4066,16290,1,No,7
35,No,Travel_Rarely,819,Research & Development,Life Sciences,Male,48,Research Scientist,1,Married,5208,26312,1,No,16
28,No,Travel_Rarely,580,Research & Development,Medical,Female,39,Manufacturing Director,1,Divorced,4877,20460,0,No,6
21,No,Travel_Rarely,546,Research & Development,Medical,Male,97,Research Scientist,4,Single,3117,26009,1,No,3
18,Yes,Travel_Frequently,544,Sales,Medical,Female,70,Sales Representative,4,Single,1569,18420,1,Yes,0
47,No,Travel_Rarely,1176,Human Resources,Life Sciences,Female,98,Manager,3,Married,19658,5220,3,No,27
39,No,Travel_Rarely,170,Research & Development,Medical,Male,76,Laboratory Technician,3,Divorced,3069,10302,0,No,11
40,No,Travel_Rarely,884,Research & Development,Life Sciences,Female,80,Manufacturing Director,3,Married,10435,25800,1,No,18
35,No,Non-Travel,208,Research & Development,Life Sciences,Female,52,Healthcare Representative,3,Married,4148,12250,1,No,15
37,No,Travel_Rarely,671,Research & Development,Life Sciences,Male,85,Manufacturing Director,3,Married,5768,26493,3,No,9
39,No,Travel_Frequently,711,Research & Development,Medical,Female,81,Manufacturing Director,3,Single,5042,3140,0,No,10
45,No,Travel_Rarely,1329,Research & Development,Other,Female,59,Manufacturing Director,4,Divorced,5770,5388,1,No,10
38,No,Travel_Rarely,397,Research & Development,Medical,Female,54,Manufacturing Director,3,Married,7756,14199,3,Yes,10
35,Yes,Travel_Rarely,737,Sales,Medical,Male,55,Sales Executive,1,Married,10306,21530,9,No,15
37,No,Travel_Rarely,1470,Research & Development,Medical,Female,71,Research Scientist,2,Married,3936,9953,1,No,8
40,No,Travel_Rarely,448,Research & Development,Life Sciences,Female,84,Manufacturing Director,4,Single,7945,19948,6,Yes,18
44,No,Travel_Frequently,602,Human Resources,Human Resources,Male,37,Human Resources,4,Married,5743,10503,4,Yes,14
48,No,Travel_Frequently,365,Research & Development,Medical,Male,89,Manager,4,Married,15202,5602,2,No,23
35,Yes,Travel_Rarely,763,Sales,Medical,Male,59,Sales Executive,4,Divorced,5440,22098,6,Yes,7
24,No,Travel_Frequently,567,Research & Development,Technical Degree,Female,32,Research Scientist,4,Single,3760,17218,1,Yes,6
27,No,Travel_Rarely,486,Research & Development,Medical,Female,86,Research Scientist,3,Married,3517,22490,7,No,5
27,No,Travel_Frequently,591,Research & Development,Medical,Male,87,Research Scientist,4,Single,2580,6297,2,No,6
40,Yes,Travel_Rarely,1329,Research & Development,Life Sciences,Male,73,Laboratory Technician,1,Single,2166,3339,3,Yes,10
29,No,Travel_Rarely,469,Sales,Medical,Male,42,Sales Executive,3,Single,5869,23413,9,No,8
36,No,Travel_Rarely,711,Research & Development,Life Sciences,Female,42,Healthcare Representative,1,Married,8008,22792,4,No,9
25,No,Travel_Frequently,772,Research & Development,Life Sciences,Male,77,Manufacturing Director,3,Divorced,5206,4973,1,No,7
39,No,Travel_Rarely,492,Research & Development,Medical,Male,66,Manufacturing Director,2,Married,5295,7693,4,No,7
49,No,Travel_Rarely,301,Research & Development,Other,Female,72,Research Director,2,Married,16413,3498,3,No,27
50,No,Travel_Rarely,813,Research & Development,Life Sciences,Female,50,Research Director,1,Divorced,13269,21981,5,No,19
20,No,Travel_Rarely,1141,Sales,Medical,Female,31,Sales Representative,3,Single,2783,13251,1,No,2
34,No,Travel_Rarely,1130,Research & Development,Life Sciences,Female,66,Research Scientist,2,Divorced,5433,19332,1,No,11
36,No,Travel_Rarely,311,Research & Development,Life Sciences,Male,77,Laboratory Technician,2,Single,2013,10950,2,No,15
49,No,Travel_Rarely,465,Research & Development,Life Sciences,Female,41,Healthcare Representative,3,Married,13966,11652,2,Yes,30
36,No,Non-Travel,894,Research & Development,Medical,Female,33,Manufacturing Director,3,Married,4374,15411,0,No,4
36,No,Travel_Rarely,1040,Research & Development,Life Sciences,Male,79,Healthcare Representative,1,Divorced,6842,26308,6,No,13
54,No,Travel_Rarely,584,Research & Development,Medical,Female,91,Manager,3,Married,17426,18685,3,No,36
43,No,Travel_Rarely,1291,Research & Development,Life Sciences,Male,65,Research Director,3,Married,17603,3525,1,No,14
35,Yes,Travel_Frequently,880,Sales,Other,Male,36,Sales Executive,4,Single,4581,10414,3,Yes,13
38,No,Travel_Frequently,1189,Research & Development,Life Sciences,Male,90,Research Scientist,4,Married,4735,9867,7,No,19
29,No,Travel_Rarely,991,Sales,Medical,Male,43,Sales Executive,2,Divorced,4187,3356,1,Yes,10
33,No,Travel_Rarely,392,Sales,Medical,Male,93,Sales Executive,4,Divorced,5505,3921,1,No,6
32,No,Travel_Rarely,977,Research & Development,Medical,Male,45,Research Scientist,2,Divorced,5470,25518,0,No,10
31,No,Travel_Rarely,1112,Sales,Life Sciences,Female,67,Sales Executive,4,Married,5476,22589,1,No,10
49,No,Travel_Rarely,464,Research & Development,Medical,Female,74,Laboratory Technician,1,Divorced,2587,24941,4,Yes,17
38,No,Travel_Frequently,148,Research & Development,Medical,Female,42,Laboratory Technician,2,Single,2440,23826,1,No,4
47,No,Travel_Rarely,1225,Sales,Life Sciences,Female,47,Manager,2,Divorced,15972,21086,6,No,29
49,No,Travel_Rarely,809,Research & Development,Life Sciences,Male,36,Manager,3,Single,15379,22384,4,No,23
41,No,Travel_Rarely,1206,Sales,Life Sciences,Male,80,Sales Executive,3,Single,7082,11591,3,Yes,21
20,No,Travel_Rarely,727,Sales,Life Sciences,Male,54,Sales Representative,1,Single,2728,21082,1,No,2
33,No,Non-Travel,530,Sales,Life Sciences,Female,36,Sales Executive,4,Divorced,5368,16130,1,Yes,7
36,No,Travel_Rarely,1351,Research & Development,Life Sciences,Male,80,Healthcare Representative,3,Married,5347,7419,6,No,10
44,No,Travel_Rarely,528,Human Resources,Life Sciences,Female,44,Human Resources,4,Divorced,3195,4167,4,Yes,8
23,Yes,Travel_Rarely,1320,Research & Development,Medical,Male,93,Laboratory Technician,3,Single,3989,20586,1,Yes,5
38,No,Travel_Rarely,1495,Research & Development,Medical,Female,87,Laboratory Technician,3,Married,3306,26176,7,No,7
53,No,Travel_Rarely,1395,Research & Development,Medical,Male,48,Healthcare Representative,4,Married,7005,3458,3,No,11
48,Yes,Travel_Frequently,708,Sales,Medical,Female,95,Sales Representative,3,Married,2655,11740,2,Yes,19
32,Yes,Travel_Rarely,1259,Research & Development,Life Sciences,Male,95,Laboratory Technician,2,Single,1393,24852,1,No,1
26,No,Non-Travel,786,Research & Development,Medical,Male,76,Laboratory Technician,4,Single,2570,11925,1,No,7
55,No,Travel_Rarely,1441,Research & Development,Technical Degree,Male,94,Research Scientist,2,Divorced,3537,23737,5,No,8
34,No,Travel_Rarely,1157,Research & Development,Medical,Male,57,Laboratory Technician,4,Married,3986,11912,1,No,15
60,No,Travel_Rarely,370,Research & Development,Medical,Male,92,Healthcare Representative,4,Divorced,10883,20467,3,No,19
33,No,Travel_Rarely,267,Research & Development,Medical,Male,79,Laboratory Technician,2,Married,2028,13637,1,No,14
37,No,Travel_Frequently,1278,Sales,Medical,Male,31,Sales Executive,4,Divorced,9525,7677,1,No,6
34,No,Travel_Rarely,678,Research & Development,Life Sciences,Female,35,Research Scientist,4,Married,2929,20338,1,No,10
23,Yes,Travel_Rarely,427,Sales,Life Sciences,Male,99,Sales Representative,4,Divorced,2275,25103,1,Yes,3
44,No,Travel_Rarely,921,Research & Development,Life Sciences,Female,96,Healthcare Representative,4,Married,7879,14810,1,Yes,9
35,No,Travel_Frequently,146,Research & Development,Medical,Male,79,Research Scientist,4,Single,4930,13970,0,Yes,6
43,No,Travel_Rarely,1179,Sales,Medical,Male,73,Sales Executive,4,Married,7847,6069,1,Yes,10
24,No,Travel_Rarely,581,Research & Development,Medical,Male,62,Research Scientist,3,Married,4401,17616,1,No,5
